"Notebook","Text count","Description"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq146/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""Gustave Moreau al Louvre ; Il quartiere di Pascal ; La cucina di Chardin"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq141/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Le sculture di Daumier. 21.5.961 ; Un uomo intraprendente. 25.5.961"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq303/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Una forca per il poeta Francois Villon"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq158/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""Le stampe del Piranesi. 21.5.962 ; Pascoli, e il paesaggio di Romagna. 28.3.962 ; Il canonico Malvasia. 6.4.962"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq271/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Preparativi per un collaudo : racconto. 4.3.1971 ; Storia di una cedola di carta gialla : racconto. Maggio 1971"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq138/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""I viaggi di Ungaretti. 25.3.1961 ; L'Africa di Rimbaud. 20.3.1961"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq415/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""Prefazione per l'arlecchino. 6/1. 1980 ; Il forte silenzio della neve ; Dialogo sotto il portico"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq81/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Di alcune date ; Gerard de Nerval"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq199/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""Mostra dell'arte romana nell'Italia settentrionale. 26.9.64 ; La natura morta a Napoli, 1. 10.10.64 ; Id. id. id. 2."""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq98/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Il tempo degli aeroplani ; Le Memorie di Casanova. (Marzo 1959)"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq123/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Estaminet La Fleur en Papier Dore : (Il mondo) ; I piaceri della pittura di Cecchi"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq278/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Immagine dell'acqua : racconto. 20.7.1972 ; Il viola di una fodera di paletot : racconto. 28.8.1972"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq195/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""La venexiana. 2.3.1964 ; Il Savoldo pittore bresciano. 9.3.964 ; L'oro di Pasqua. 25.3.964"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq387/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Fotografia di Soldati. 27.4.1977 ; Appunti su Joseph Conrad"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq308/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""[Giuseppe il falegname ; Troppe le fotografie di giornale]"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq205/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Aurora e Frammenti di Nietzsche. 28.4.965 ; Paesaggi di Versilia. 18.5.965"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq241/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Lady Macbeth : racconto. 14.1.1968 ; Neve in ferrovia : racconto : (1957-1968). 12.2.1968"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq78/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Pascoli e gli italiani ; L'autunno di Montaigne. Aprile 1958"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq166/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""Canti popolari emiliani. 30.9.1962 ; Ugo e Diego Valeri. 16.10.1962 ; La morte dell'eroe"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq193/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""La vita di Galileo di Brecht ; Le ""opere"" di Barilli. 5.2.1964"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq246/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""Un tramonto : racconto. 10.9.968 ; Il postiglione d'Europa : (Magalotti). 1.10.1968 ; La scultura francese del '700. 16.10.1968"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq215/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""Il pittore Giovanni Romagnoli. 15.12.65 ; La mostra della scultura bolognese del Settecento. 20.12.65 ; Il letto alla francese. 3 gennaio 1966"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq103/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Cartadifrancia ; I milanesi di Vuillard"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq253/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Il nero e l'azzurro : racconto. 9.5.1969 ; Le conchiglie : racconto. 7.7.1969"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq292/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""La stanza del Passerotti. 12.5.1973 ; Peppino muratore e fumista. 28.5.73"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq214/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""I disegni del Pontormo. 27.11.965 ; L'album Proust. 3.12.65"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq76/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Le lettere di Campana e di Sibilla : 2. articolo ; Neve di marzo : (Cocteau). Marzo 1958"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq311/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Studio sui disegni ; Appunti per D. Giordani"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq129/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Il canditaio : racconto ; I disegni di Paul Klee. 15.12.960"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq441/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Una piazza nella notte : diverse versioni ; Andare verso il fuoco dell'officina : diverse versioni"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq302/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Uno scrittore nella condizione italiana dell'anno 1929. 16.4.76 ; Briciole di ricordi su Roberto Longhi. 13.5.76"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq73/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Una quadreria sotto i binari ; La terza pagina. Febbraio 1958"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq393/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Motivi per un diario : (il mese di febbraio). 12/2/78 ; Nerval discende all'inferno"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq190/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Racconto di Natale ; I ragazzi di San Gessoli. 4.1.1964"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq89/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Il fantasma di Dada. 14 novembre 1958 ; Fine di settembre a Zurigo. 21.11.58"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq151/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Verga nel paesaggio siciliano ; Gli artisti nel loro studio. 20.12.961"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq275/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""Topografia di un quartiere : racconto. 21.6.72 ; Ingresso a Ferrara. 27.6.72 ; Una favola : racconto. 4.7.72"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq153/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""La partita al pallone del mercoledi. 24.1.962 ; L'estetica del Camaleonte. 30.1.1962"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq117/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""La villeggiante di San Luca. 6.4.1960 ; Campo di ebrei. 25.4.960 ; Il taccuino del volontario. 3.5.960"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq254/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Luca orologiaio : racconto. 21.7.969 ; Le sorelle. 31.8.969"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq45/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Progetti lavori per la Radio ; La valigia delle Indie. Luglio e agosto 1956"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq404/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""J. Heinrich Fussli. 1979 ; Cronachetta bolognese tra S. Stefano e Fondazza ; G. Morandi. 1979"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq226/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""1. Un pensiero di Leopardi : (Zibaldone, 2. vol.). 23.9.966 ; 2. Nota su Carlo Porta romantico e realista. 3.10.1966 ; 3. L'inverno di Dante. 13.10.1966"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq248/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Rio Maggiore : 2. parte. 30.10.1968 ; Incontro al parco. 1.11.1968"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq97/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Michael Sweerts. (Febbr. 1959) ; La casa di Mallarme a Valvins. (Marzo '59)"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq133/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Vecchio mantovano. 28.1.1961 ; Taccuinetto faentino di Dino Campana. 18.2.1961"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq201/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Canova a Possagno ; Fare un mestiere. 25.11.64"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq242/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Un sogno del '43. 3 febbr. 1968 ; L'uomo all'ospedale. 8.2.1968"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq238/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Come dei bachi da seta : racconto : (ripreso dalla ""Scatola dei ricordi"", 1963). 24.2.968 ; La pianura e il fiume. 28.2.968"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq86/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Sotto Villa Aldini. (Agosto 1958) ; I viaggi di Brandi. (8.9.58)"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq74/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Le lettere di Campana e Sibilla Aleramo. 3 febbraio 1958 ; Restif-Dubuffet"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq179/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Un ""pasticciaccio"" nella letteratura italiana. 22.5.963 ; Il marchigiano Luigi Bartolini. 30.5.963"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq189/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""I ritratti del Fayum. 24.12.1963 ; Il Bastianino. 11.1.1964"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq102/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""Un canto di soldati ; Stendhal e il realismo ; I poeti di Ferrara. 22 maggio 1959"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq152/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""I disegni di Michelangelo. 16.1.1962 ; Una rivista letteraria a Bologna : (La Raccolta 1918)"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq398/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Campana e Cardarelli, ... baudelairiani. Aprile 1979 ; Via del Cestello : (poesia)"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq391/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Uno scrittore come un pesce . 12.8.1977 ; L'ultimo poeta ""maudit"" d'Italia : (Dino Campana). 18.8.1977"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq307/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Blaise Cendras nous parle. 20.9.1976 ; Gli orologi di Morello : (presentazione). 27.9.76"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq291/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Il dramma di Rimbaud. 4.5.73 ; Il materassaio di Broccaindosso. 6.5.73"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq207/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Una piccola fetta di mondo. Salsomaggiore 18.8.65 ; Ricordo di Emilio Lovarini. 25.10.1965"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq312/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Anni di Bologna : (note al Domenico Giordani) ; Appunti vari, 2. quaderno. 1942-1943"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq125/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Degas da Durand-Ruel. 5.10.1960 ; Novembre a Comacchio. 15.11.1960"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq375/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Varie. Giugno 1953 ; Dare e avere. Luglio 1953"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq188/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Giuseppe Gioacchino Belli : (1791-1863) ; Conto aperto con Andre Gide"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq355/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Varie, 3. Febbraio, 1950 ; Spicilegio 1."""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq31/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""Vecchie botteghe a Bologna ; Radiguet, o del disegno ; Fotografie : per la Valigia. Dicembre 1955"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq236/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Meryon e Baudelaire. 29.8.967 ; Sono ritornati i colombi : (il Novellino). 29.9.967"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq286/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""La bocca di dama. 4 sett. 972 ; Matteo il bottaio"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq255/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Allegoria di Pietrone : racconto. 9.9.1969 ; Cortile a Bologna : racconto. 24.10.1969"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq256/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""La colazione : racconto. 2.11.1969 ; La bella vita : racconto. 6.11.1969 ; La citta : racconto. 13.11.1969"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq113/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""Il Reno a Casteldebole. 8.1.960 ; Laforgue celibataire. 14.1.960 ; La casa vecchia. 3.2.1960"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq211/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""Capriccio sulle conchiglie. 1.10.1965 ; Hemingway a Venezia. 5.10.965 ; L'Enciclopedia di Diderot. 13.10.965"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq445/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Socialisti del mio tempo ; La favola breve di V. Cardarelli"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq192/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""Carpaccio narratore della realta. 16.1.1964 ; L'inverno. 20.1.1964 ; Vite immaginarie. 22.1.1964"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq358/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Appunti vari, 1952 per i racconti (prefazione) ; Alcune vecchie bolognesi"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq244/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""La strada di Palmanova : racconto. 23.4.1968 ; Il ritratto del ragazzo : racconto. 28.4.1968 ; Taccuino nuovo : (Le nevi dell'altro anno, La strada di Marradi). 1. maggio 1968"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq288/object","4","Raimondi, Giuseppe. Quaderno manoscritto, ""L'ovo di Colombo : (taccuini) ; Idea dell'Italia. 31.7.73 ; Un amico se ne va. 6.8.73 ; L'officina. 12.8.73"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq42/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Il Pontormo ; Lorenzo Montano. 2 aprile '56, 2 maggio '56"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq39/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Il salotto della contessa Teresa Malvezzi ; Il salotto di Cornelia Martinelli : appunti. Marzo 1956"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq164/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""Odilon Redon, il pittore visionario. 16.7.1962 ; L'armeno Arshile Gorky. 27.7.62 ; Viaggio a Bassano. 3.8.1962"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq155/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Un ""Giani - 1962"" ; Disegni e poesia di Michelangelo. 21.2.1962"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq349/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""La casa del sogno (Via Pelacani, il nonno, zio Biagio, ecc.) ; Appunti per De Pisis : dicembre 1950"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq109/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""La notte di San Lorenzo. 15.8.1959 ; Neve che si scioglie. 24.8.59"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq231/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""Principio dell'autunno. 8.10.967 ; Ritorno a Comacchio. 10.10.967 ; Il treno e il mare. 31.10.67"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq219/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Umano, troppo umano di Nietzsche. 25.1.966 ; Progetti per articoli e racconti dal 20 febbraio"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq227/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Le ultime farfalle : (quattro o cinque giovani scrittori). 7.2.1967 ; Veneziani e trovatori. 14.2.1967"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq83/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Il Barocci a via della Lungara ; Il panierone di Cuccoli. Luglio 1958"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq240/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""Giacobbe e l'angelo. 6.3.1968 ; Ritagli. 1. 18.3.1968 ; Una visita imbarazzante : (Domenico Giordani). 23.3.1968"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq300/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""La favola di Narciso. 16/17.3.75 ; Prima di sera. 19.3.75"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq276/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""L'orologio del soldato. 23.2.1972 ; Un proverbio bolognese. 4.3.1972"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq154/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""La rondine di Banquo. 6.2.1962 ; Oskar Kokoschka. 12.2.1962"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq234/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Una rosa per Nerval. 5.12.967 ; Variazione sul bianco. 31.12.967"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq406/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""Paul Cezanne vede il mondo come ""natura morta"". 22.2.979 ; Riapparizione medianica di Odilon Redon. 1 marzo 1979 ; Rileggiamo l'esame di coscienza di Renato Serra. 30.3.1979"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq160/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Evviva il gas. 18.4.62 ; Della memoria dei fatti lontani. 26.4.962"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq112/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""Natale fuori di casa : (Il collaudo) ; Corazzini : (Valigia delle Indie ; Dialogo dei cani"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq232/object","3","Raimondi, Giuseppe. Quaderno manoscritto, ""Trama per un racconto. 19, 20 novembre 1967 ; Tempo di guerra. 22.11.67 ; Il fiore della canna. 27.11.67"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq88/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""Apollinaire: 9 novembre 1918 ; Giorno di Natale. (21.12.58)"""
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq87/object","2","Raimondi, Giuseppe. Quaderno manoscritto, ""L'""alba"" del Memoriale 64. 15.9.58 ; Lorenzo Montano, un ricordo. 28.9.58"""
